timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1674671216805,199,inpost.pl main page-1,200,OK,inpost.pl users 1-1,text,true,,61659,113,2,2,https://inpost.pl/,54,0,0
1674671216932,72,inpost.pl main page-1,200,OK,inpost.pl users 1-2,text,true,,61659,113,2,2,https://inpost.pl/,20,0,0
1674671217005,160,inpost.pl main page,200,OK,inpost.pl users 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,3,3,https://inpost.pl/,14,0,0
1674671217005,14,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-1,,true,,122,117,3,3,http://www.inpost.pl/,14,0,0
1674671217020,145,inpost.pl main page-1,200,OK,inpost.pl users 1-1,text,true,,61659,113,3,3,https://inpost.pl/,43,0,0
1674671217028,227,inpost.pl main page,200,OK,inpost.pl users 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,3,3,https://inpost.pl/,35,0,18
1674671217028,35,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-3,,true,,122,117,3,3,http://www.inpost.pl/,35,0,18
1674671217064,191,inpost.pl main page-1,200,OK,inpost.pl users 1-3,text,true,,61659,113,3,3,https://inpost.pl/,102,0,62
1674671217255,90,inpost.pl main page,200,OK,inpost.pl users 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,3,3,https://inpost.pl/,20,0,0
1674671217255,20,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-3,,true,,122,117,3,3,http://www.inpost.pl/,20,0,0
1674671217276,69,inpost.pl main page-1,200,OK,inpost.pl users 1-3,text,true,,61659,113,3,3,https://inpost.pl/,21,0,0
1674671217166,238,inpost.pl main page,200,OK,inpost.pl users 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,3,3,https://inpost.pl/,28,0,0
1674671217166,28,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-1,,true,,122,117,3,3,http://www.inpost.pl/,28,0,0
1674671217194,210,inpost.pl main page-1,200,OK,inpost.pl users 1-1,text,true,,61659,113,3,3,https://inpost.pl/,71,0,0
1674671217346,114,inpost.pl main page,200,OK,inpost.pl users 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,3,3,https://inpost.pl/,29,0,0
1674671217346,29,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-3,,true,,122,117,3,3,http://www.inpost.pl/,29,0,0
1674671217375,85,inpost.pl main page-1,200,OK,inpost.pl users 1-3,text,true,,61659,113,3,3,https://inpost.pl/,30,0,0
1674671217404,156,inpost.pl main page,200,OK,inpost.pl users 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,16,0,0
1674671217404,16,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-1,,true,,122,117,4,4,http://www.inpost.pl/,16,0,0
1674671217420,140,inpost.pl main page-1,200,OK,inpost.pl users 1-1,text,true,,61659,113,4,4,https://inpost.pl/,65,0,0
1674671217460,154,inpost.pl main page,200,OK,inpost.pl users 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,25,0,0
1674671217460,25,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-3,,true,,122,117,4,4,http://www.inpost.pl/,25,0,0
1674671217485,129,inpost.pl main page-1,200,OK,inpost.pl users 1-3,text,true,,61659,113,4,4,https://inpost.pl/,41,0,0
1674671217560,139,inpost.pl main page,200,OK,inpost.pl users 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,17,0,0
1674671217560,17,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-1,,true,,122,117,4,4,http://www.inpost.pl/,17,0,0
1674671217577,122,inpost.pl main page-1,200,OK,inpost.pl users 1-1,text,true,,61659,113,4,4,https://inpost.pl/,37,0,0
1674671217529,190,inpost.pl main page,200,OK,inpost.pl users 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",60203,230,4,4,https://inpost.pl/,45,0,22
1674671217529,45,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-4,,true,,122,117,4,4,http://www.inpost.pl/,45,0,22
1674671217575,144,inpost.pl main page-1,200,OK,inpost.pl users 1-4,text,true,,60081,113,4,4,https://inpost.pl/,115,0,62
1674671217719,85,inpost.pl main page,200,OK,inpost.pl users 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,34,0,0
1674671217719,34,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-4,,true,,122,117,4,4,http://www.inpost.pl/,34,0,0
1674671217753,51,inpost.pl main page-1,200,OK,inpost.pl users 1-4,text,true,,61659,113,4,4,https://inpost.pl/,45,0,0
1674671217699,147,inpost.pl main page,200,OK,inpost.pl users 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,19,0,0
1674671217699,19,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-1,,true,,122,117,4,4,http://www.inpost.pl/,19,0,0
1674671217718,128,inpost.pl main page-1,200,OK,inpost.pl users 1-1,text,true,,61659,113,4,4,https://inpost.pl/,45,0,0
1674671217614,252,inpost.pl main page,200,OK,inpost.pl users 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,17,0,0
1674671217614,17,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-3,,true,,122,117,4,4,http://www.inpost.pl/,17,0,0
1674671217632,234,inpost.pl main page-1,200,OK,inpost.pl users 1-3,text,true,,61659,113,4,4,https://inpost.pl/,110,0,0
1674671217805,69,inpost.pl main page,200,OK,inpost.pl users 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,22,0,0
1674671217805,22,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-4,,true,,122,117,4,4,http://www.inpost.pl/,22,0,0
1674671217827,47,inpost.pl main page-1,200,OK,inpost.pl users 1-4,text,true,,61659,113,4,4,https://inpost.pl/,39,0,0
1674671217847,109,inpost.pl main page,200,OK,inpost.pl users 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,19,0,0
1674671217847,19,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-1,,true,,122,117,4,4,http://www.inpost.pl/,19,0,0
1674671217866,90,inpost.pl main page-1,200,OK,inpost.pl users 1-1,text,true,,61659,113,4,4,https://inpost.pl/,27,0,0
1674671217867,121,inpost.pl main page,200,OK,inpost.pl users 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,20,0,0
1674671217867,20,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-3,,true,,122,117,4,4,http://www.inpost.pl/,20,0,0
1674671217888,100,inpost.pl main page-1,200,OK,inpost.pl users 1-3,text,true,,61659,113,4,4,https://inpost.pl/,47,0,0
1674671217875,118,inpost.pl main page,200,OK,inpost.pl users 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",60203,230,4,4,https://inpost.pl/,16,0,0
1674671217875,16,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-4,,true,,122,117,4,4,http://www.inpost.pl/,16,0,0
1674671217891,102,inpost.pl main page-1,200,OK,inpost.pl users 1-4,text,true,,60081,113,4,4,https://inpost.pl/,68,0,0
1674671217989,143,inpost.pl main page,200,OK,inpost.pl users 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,34,0,0
1674671217989,34,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-3,,true,,122,117,5,5,http://www.inpost.pl/,34,0,0
1674671218023,109,inpost.pl main page-1,200,OK,inpost.pl users 1-3,text,true,,61659,113,5,5,https://inpost.pl/,46,0,0
1674671217994,157,inpost.pl main page,200,OK,inpost.pl users 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",60203,230,5,5,https://inpost.pl/,30,0,0
1674671217994,30,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-4,,true,,122,117,5,5,http://www.inpost.pl/,30,0,0
1674671218024,127,inpost.pl main page-1,200,OK,inpost.pl users 1-4,text,true,,60081,113,5,5,https://inpost.pl/,48,0,0
1674671217957,195,inpost.pl main page,200,OK,inpost.pl users 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,23,0,0
1674671217957,23,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-1,,true,,122,117,5,5,http://www.inpost.pl/,23,0,0
1674671217981,171,inpost.pl main page-1,200,OK,inpost.pl users 1-1,text,true,,61659,113,5,5,https://inpost.pl/,29,0,0
1674671217005,1223,inpost.pl main page,200,OK,inpost.pl users 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,15,0,0
1674671217005,15,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-2,,true,,122,117,4,4,http://www.inpost.pl/,15,0,0
1674671217020,1208,inpost.pl main page-1,200,OK,inpost.pl users 1-2,text,true,,61659,113,4,4,https://inpost.pl/,43,0,0
1674671218028,244,inpost.pl main page,200,OK,inpost.pl users 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,43,0,24
1674671218028,43,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-5,,true,,122,117,4,4,http://www.inpost.pl/,43,0,24
1674671218072,200,inpost.pl main page-1,200,OK,inpost.pl users 1-5,text,true,,61659,113,4,4,https://inpost.pl/,130,0,65
1674671218151,137,inpost.pl main page,200,OK,inpost.pl users 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,21,0,0
1674671218151,21,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-4,,true,,122,117,4,4,http://www.inpost.pl/,21,0,0
1674671218173,115,inpost.pl main page-1,200,OK,inpost.pl users 1-4,text,true,,61659,113,4,4,https://inpost.pl/,28,0,0
1674671218229,174,inpost.pl main page,200,OK,inpost.pl users 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,21,0,0
1674671218229,21,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-2,,true,,122,117,4,4,http://www.inpost.pl/,21,0,0
1674671218250,153,inpost.pl main page-1,200,OK,inpost.pl users 1-2,text,true,,61659,113,4,4,https://inpost.pl/,52,0,0
1674671218289,140,inpost.pl main page,200,OK,inpost.pl users 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,24,0,0
1674671218289,24,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-4,,true,,122,117,4,4,http://www.inpost.pl/,24,0,0
1674671218314,115,inpost.pl main page-1,200,OK,inpost.pl users 1-4,text,true,,61659,113,4,4,https://inpost.pl/,44,0,0
1674671218273,228,inpost.pl main page,200,OK,inpost.pl users 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,29,0,0
1674671218273,29,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-5,,true,,122,117,4,4,http://www.inpost.pl/,29,0,0
1674671218302,199,inpost.pl main page-1,200,OK,inpost.pl users 1-5,text,true,,61659,113,4,4,https://inpost.pl/,86,0,0
1674671218403,189,inpost.pl main page,200,OK,inpost.pl users 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,25,0,0
1674671218403,25,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-2,,true,,122,117,5,5,http://www.inpost.pl/,25,0,0
1674671218429,163,inpost.pl main page-1,200,OK,inpost.pl users 1-2,text,true,,61659,113,5,5,https://inpost.pl/,48,0,0
1674671218429,163,inpost.pl main page,200,OK,inpost.pl users 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,20,0,0
1674671218429,20,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-4,,true,,122,117,5,5,http://www.inpost.pl/,20,0,0
1674671218449,143,inpost.pl main page-1,200,OK,inpost.pl users 1-4,text,true,,61659,113,5,5,https://inpost.pl/,42,0,0
1674671218501,165,inpost.pl main page,200,OK,inpost.pl users 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,16,0,0
1674671218501,16,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-5,,true,,122,117,5,5,http://www.inpost.pl/,16,0,0
1674671218517,149,inpost.pl main page-1,200,OK,inpost.pl users 1-5,text,true,,61659,113,5,5,https://inpost.pl/,30,0,0
1674671218592,146,inpost.pl main page,200,OK,inpost.pl users 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,38,0,0
1674671218592,38,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-2,,true,,122,117,5,5,http://www.inpost.pl/,38,0,0
1674671218630,108,inpost.pl main page-1,200,OK,inpost.pl users 1-2,text,true,,61659,113,5,5,https://inpost.pl/,40,0,0
1674671218528,210,inpost.pl main page,200,OK,inpost.pl users 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,34,0,17
1674671218528,34,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-6,,true,,122,117,5,5,http://www.inpost.pl/,34,0,17
1674671218563,175,inpost.pl main page-1,200,OK,inpost.pl users 1-6,text,true,,61659,113,5,5,https://inpost.pl/,92,0,72
1674671218593,195,inpost.pl main page,200,OK,inpost.pl users 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,37,0,0
1674671218593,37,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-4,,true,,122,117,5,5,http://www.inpost.pl/,37,0,0
1674671218630,158,inpost.pl main page-1,200,OK,inpost.pl users 1-4,text,true,,61659,113,5,5,https://inpost.pl/,42,0,0
1674671218738,115,inpost.pl main page,200,OK,inpost.pl users 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,18,0,0
1674671218738,18,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-2,,true,,122,117,5,5,http://www.inpost.pl/,18,0,0
1674671218756,97,inpost.pl main page-1,200,OK,inpost.pl users 1-2,text,true,,61659,113,5,5,https://inpost.pl/,29,0,0
1674671218738,135,inpost.pl main page,200,OK,inpost.pl users 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,19,0,0
1674671218738,19,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-6,,true,,122,117,5,5,http://www.inpost.pl/,19,0,0
1674671218757,116,inpost.pl main page-1,200,OK,inpost.pl users 1-6,text,true,,61659,113,5,5,https://inpost.pl/,41,0,0
1674671218788,132,inpost.pl main page,200,OK,inpost.pl users 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,26,0,0
1674671218788,26,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-4,,true,,122,117,5,5,http://www.inpost.pl/,26,0,0
1674671218814,106,inpost.pl main page-1,200,OK,inpost.pl users 1-4,text,true,,61659,113,5,5,https://inpost.pl/,42,0,0
1674671218853,102,inpost.pl main page,200,OK,inpost.pl users 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,4,4,https://inpost.pl/,16,0,0
1674671218853,16,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-2,,true,,122,117,4,4,http://www.inpost.pl/,16,0,0
1674671218869,86,inpost.pl main page-1,200,OK,inpost.pl users 1-2,text,true,,61659,113,4,4,https://inpost.pl/,25,0,0
1674671218874,184,inpost.pl main page,200,OK,inpost.pl users 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,20,0,0
1674671218874,20,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-6,,true,,122,117,5,5,http://www.inpost.pl/,20,0,0
1674671218894,164,inpost.pl main page-1,200,OK,inpost.pl users 1-6,text,true,,61659,113,5,5,https://inpost.pl/,29,0,0
1674671218666,439,inpost.pl main page,200,OK,inpost.pl users 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,332,0,0
1674671218666,332,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-5,,true,,122,117,5,5,http://www.inpost.pl/,332,0,0
1674671218998,107,inpost.pl main page-1,200,OK,inpost.pl users 1-5,text,true,,61659,113,5,5,https://inpost.pl/,39,0,0
1674671219106,119,inpost.pl main page,200,OK,inpost.pl users 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,20,0,0
1674671219106,20,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-5,,true,,122,117,5,5,http://www.inpost.pl/,20,0,0
1674671219127,98,inpost.pl main page-1,200,OK,inpost.pl users 1-5,text,true,,61659,113,5,5,https://inpost.pl/,33,0,0
1674671218133,1111,inpost.pl main page,200,OK,inpost.pl users 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,19,0,0
1674671218133,19,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-3,,true,,122,117,5,5,http://www.inpost.pl/,19,0,0
1674671218152,1092,inpost.pl main page-1,200,OK,inpost.pl users 1-3,text,true,,61659,113,5,5,https://inpost.pl/,23,0,0
1674671218956,407,inpost.pl main page,200,OK,inpost.pl users 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[2]]]00

****** comparison: [[[1]]]00

/",61781,230,5,5,https://inpost.pl/,307,0,0
1674671218956,307,inpost.pl main page-0,301,Moved Permanently,inpost.pl users 1-2,,true,,122,117,5,5,http://www.inpost.pl/,307,0,0
1674671219263,100,inpost.pl main page-1,200,OK,inpost.pl users 1-2,text,true,,61659,113,5,5,https://inpost.pl/,25,0,0
